Arizona,1.0,0.6454972243679028,-0.4714045207910316,0.4714045207910315,-0.16666666666666663,-0.16666666666666666,0.25819888974716115,0.6454972243679028,0.6454972243679028,0.16666666666666666,0.6454972243679028,-0.16666666666666663,0.2581988897471611,0.16666666666666669,0.16666666666666666,-0.16666666666666666,0.35355339059327373,0.16666666666666666,0.6454972243679028,-0.35355339059327373,0.6454972243679028,0.16666666666666666
Arkansas,0.6454972243679028,1.0,-0.09128709291752769,0.09128709291752764,0.6454972243679028,-0.2581988897471611,0.39999999999999997,1.0,1.0,0.2581988897471611,1.0,0.6454972243679028,0.39999999999999997,0.2581988897471612,0.25819888974716115,-0.2581988897471611,0.547722557505166,0.2581988897471611,1.0,-0.5477225575051661,1.0,0.2581988897471611
Colorado,-0.4714045207910316,-0.09128709291752769,1.0,0.16666666666666663,0.3535533905932738,0.3535533905932738,0.09128709291752772,-0.09128709291752769,-0.09128709291752769,-0.35355339059327384,-0.09128709291752769,0.3535533905932738,0.7302967433402213,0.47140452079103173,0.47140452079103173,0.3535533905932738,0.41666666666666663,-0.35355339059327384,-0.09128709291752769,0.7500000000000001,-0.09128709291752769,-0.35355339059327384
Florida,0.4714045207910315,0.09128709291752764,0.16666666666666663,1.0,-0.3535533905932737,0.4714045207910316,0.5477225575051662,0.09128709291752764,0.09128709291752764,0.3535533905932738,0.09128709291752764,-0.3535533905932737,0.5477225575051661,0.35355339059327384,0.3535533905932738,0.4714045207910316,0.7500000000000002,0.3535533905932738,0.09128709291752764,0.41666666666666674,0.09128709291752764,0.3535533905932738
Georgia,-0.16666666666666663,0.6454972243679028,0.3535533905932738,-0.3535533905932737,1.0,-0.16666666666666666,0.25819888974716115,0.6454972243679028,0.6454972243679028,0.16666666666666666,0.6454972243679028,1.0,0.2581988897471611,0.16666666666666669,0.16666666666666666,-0.16666666666666666,0.35355339059327373,0.16666666666666666,0.6454972243679028,-0.35355339059327373,0.6454972243679028,0.16666666666666666
Indiana,-0.16666666666666666,-0.2581988897471611,0.3535533905932738,0.4714045207910316,-0.16666666666666666,1.0,0.2581988897471611,-0.2581988897471611,-0.2581988897471611,0.16666666666666669,-0.2581988897471611,-0.16666666666666666,0.25819888974716115,0.1666666666666667,0.1666666666666667,1.0,0.3535533905932738,0.16666666666666669,-0.2581988897471611,0.4714045207910316,-0.2581988897471611,0.16666666666666669
Iowa,0.25819888974716115,0.39999999999999997,0.09128709291752772,0.5477225575051662,0.25819888974716115,0.2581988897471611,1.0,0.39999999999999997,0.39999999999999997,0.6454972243679029,0.39999999999999997,0.25819888974716115,0.29999999999999993,-0.2581988897471611,0.6454972243679029,0.2581988897471611,0.7302967433402214,0.6454972243679029,0.39999999999999997,-0.09128709291752769,0.39999999999999997,0.6454972243679029
Kentucky,0.6454972243679028,1.0,-0.09128709291752769,0.09128709291752764,0.6454972243679028,-0.2581988897471611,0.39999999999999997,1.0,1.0,0.2581988897471611,1.0,0.6454972243679028,0.39999999999999997,0.2581988897471612,0.25819888974716115,-0.2581988897471611,0.547722557505166,0.2581988897471611,1.0,-0.5477225575051661,1.0,0.2581988897471611
Louisiana,0.6454972243679028,1.0,-0.09128709291752769,0.09128709291752764,0.6454972243679028,-0.2581988897471611,0.39999999999999997,1.0,1.0,0.2581988897471611,1.0,0.6454972243679028,0.39999999999999997,0.2581988897471612,0.25819888974716115,-0.2581988897471611,0.547722557505166,0.2581988897471611,1.0,-0.5477225575051661,1.0,0.2581988897471611
Michigan,0.16666666666666666,0.2581988897471611,-0.35355339059327384,0.3535533905932738,0.16666666666666666,0.16666666666666669,0.6454972243679029,0.2581988897471611,0.2581988897471611,1.0,0.2581988897471611,0.16666666666666666,-0.2581988897471611,-0.16666666666666669,-0.16666666666666669,0.16666666666666669,0.47140452079103173,1.0,0.2581988897471611,-0.47140452079103173,0.2581988897471611,1.0
Missouri,0.6454972243679028,1.0,-0.09128709291752769,0.09128709291752764,0.6454972243679028,-0.2581988897471611,0.39999999999999997,1.0,1.0,0.2581988897471611,1.0,0.6454972243679028,0.39999999999999997,0.2581988897471612,0.25819888974716115,-0.2581988897471611,0.547722557505166,0.2581988897471611,1.0,-0.5477225575051661,1.0,0.2581988897471611
Montana,-0.16666666666666663,0.6454972243679028,0.3535533905932738,-0.3535533905932737,1.0,-0.16666666666666666,0.25819888974716115,0.6454972243679028,0.6454972243679028,0.16666666666666666,0.6454972243679028,1.0,0.2581988897471611,0.16666666666666669,0.16666666666666666,-0.16666666666666666,0.35355339059327373,0.16666666666666666,0.6454972243679028,-0.35355339059327373,0.6454972243679028,0.16666666666666666
Nevada,0.2581988897471611,0.39999999999999997,0.7302967433402213,0.5477225575051661,0.2581988897471611,0.25819888974716115,0.29999999999999993,0.39999999999999997,0.39999999999999997,-0.2581988897471611,0.39999999999999997,0.2581988897471611,1.0,0.6454972243679029,0.6454972243679029,0.25819888974716115,0.7302967433402213,-0.2581988897471611,0.39999999999999997,0.5477225575051661,0.39999999999999997,-0.2581988897471611
New Hampshire,0.16666666666666669,0.2581988897471612,0.47140452079103173,0.35355339059327384,0.16666666666666669,0.1666666666666667,-0.2581988897471611,0.2581988897471612,0.2581988897471612,-0.16666666666666669,0.2581988897471612,0.16666666666666669,0.6454972243679029,1.0,-0.16666666666666666,0.1666666666666667,0.4714045207910318,-0.16666666666666669,0.2581988897471612,0.35355339059327384,0.2581988897471612,-0.16666666666666669
New Mexico,0.16666666666666666,0.25819888974716115,0.47140452079103173,0.3535533905932738,0.16666666666666666,0.1666666666666667,0.6454972243679029,0.25819888974716115,0.25819888974716115,-0.16666666666666669,0.25819888974716115,0.16666666666666666,0.6454972243679029,-0.16666666666666666,1.0,0.1666666666666667,0.47140452079103173,-0.16666666666666669,0.25819888974716115,0.3535533905932738,0.25819888974716115,-0.16666666666666669
North Carolina,-0.16666666666666666,-0.2581988897471611,0.3535533905932738,0.4714045207910316,-0.16666666666666666,1.0,0.2581988897471611,-0.2581988897471611,-0.2581988897471611,0.16666666666666669,-0.2581988897471611,-0.16666666666666666,0.25819888974716115,0.1666666666666667,0.1666666666666667,1.0,0.3535533905932738,0.16666666666666669,-0.2581988897471611,0.4714045207910316,-0.2581988897471611,0.16666666666666669
Ohio,0.35355339059327373,0.547722557505166,0.41666666666666663,0.7500000000000002,0.35355339059327373,0.3535533905932738,0.7302967433402214,0.547722557505166,0.547722557505166,0.47140452079103173,0.547722557505166,0.35355339059327373,0.7302967433402213,0.4714045207910318,0.47140452079103173,0.3535533905932738,1.0,0.47140452079103173,0.547722557505166,0.16666666666666666,0.547722557505166,0.47140452079103173
Pennsylvania,0.16666666666666666,0.2581988897471611,-0.35355339059327384,0.3535533905932738,0.16666666666666666,0.16666666666666669,0.6454972243679029,0.2581988897471611,0.2581988897471611,1.0,0.2581988897471611,0.16666666666666666,-0.2581988897471611,-0.16666666666666669,-0.16666666666666669,0.16666666666666669,0.47140452079103173,1.0,0.2581988897471611,-0.47140452079103173,0.2581988897471611,1.0
Tennessee,0.6454972243679028,1.0,-0.09128709291752769,0.09128709291752764,0.6454972243679028,-0.2581988897471611,0.39999999999999997,1.0,1.0,0.2581988897471611,1.0,0.6454972243679028,0.39999999999999997,0.2581988897471612,0.25819888974716115,-0.2581988897471611,0.547722557505166,0.2581988897471611,1.0,-0.5477225575051661,1.0,0.2581988897471611
Virginia,-0.35355339059327373,-0.5477225575051661,0.7500000000000001,0.41666666666666674,-0.35355339059327373,0.4714045207910316,-0.09128709291752769,-0.5477225575051661,-0.5477225575051661,-0.47140452079103173,-0.5477225575051661,-0.35355339059327373,0.5477225575051661,0.35355339059327384,0.3535533905932738,0.4714045207910316,0.16666666666666666,-0.47140452079103173,-0.5477225575051661,1.0,-0.5477225575051661,-0.47140452079103173
West Virginia,0.6454972243679028,1.0,-0.09128709291752769,0.09128709291752764,0.6454972243679028,-0.2581988897471611,0.39999999999999997,1.0,1.0,0.2581988897471611,1.0,0.6454972243679028,0.39999999999999997,0.2581988897471612,0.25819888974716115,-0.2581988897471611,0.547722557505166,0.2581988897471611,1.0,-0.5477225575051661,1.0,0.2581988897471611
Wisconsin,0.16666666666666666,0.2581988897471611,-0.35355339059327384,0.3535533905932738,0.16666666666666666,0.16666666666666669,0.6454972243679029,0.2581988897471611,0.2581988897471611,1.0,0.2581988897471611,0.16666666666666666,-0.2581988897471611,-0.16666666666666669,-0.16666666666666669,0.16666666666666669,0.47140452079103173,1.0,0.2581988897471611,-0.47140452079103173,0.2581988897471611,1.0
